Order,Lot Area,Overall Qual,Overall Cond,Central Air,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Paved Drive,Wood Deck SF,SalePrice,TotalSF,TotalFloorSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE
227,11227,5,5,1,4,1,7,2,2,192,163000,2160.0,1440,1.5,1,1,1,0,0,0,1,0,0,0,0
228,11616,6,5,1,3,1,6,1,2,335,158900,2058.0,1386,2.5,1,1,0,0,0,0,1,0,0,0,0
229,14000,7,5,1,3,1,7,0,2,296,328000,3566.0,2260,3.5,1,1,1,0,1,0,1,0,0,0,0
230,20062,7,7,1,1,1,4,2,2,496,270000,2903.0,1483,2.5,1,1,0,0,1,0,1,0,0,0,0
231,9259,4,4,0,2,1,4,0,0,80,85000,1416.0,756,1.0,1,1,0,0,1,0,1,0,0,0,0
232,9600,4,7,1,2,1,4,0,2,290,128000,2134.0,1067,2.0,1,1,0,0,1,0,1,0,0,0,0
233,23595,7,6,1,0,1,4,1,2,268,260000,2856.0,1524,2.5,1,1,0,0,0,0,1,0,0,0,0
234,17082,6,5,1,4,1,8,1,2,336,230000,3098.0,1981,3.5,1,1,1,0,1,0,1,0,0,0,0
235,18600,3,4,1,4,1,8,1,2,0,124000,2582.0,1610,2.5,1,1,1,0,1,0,1,0,0,0,0
236,10625,5,5,0,2,1,5,0,2,0,83000,1293.0,835,1.0,1,1,1,0,1,0,1,0,0,0,0
237,11479,6,7,1,3,1,6,1,2,0,144500,1737.0,1074,2.0,1,1,1,0,1,0,1,0,0,0,0
238,9571,5,6,1,3,1,6,0,2,44,129000,2288.0,1144,2.0,1,1,0,0,0,0,1,0,0,0,0
239,9350,4,6,1,3,1,8,1,2,0,127000,2287.0,1169,1.0,1,1,0,0,1,0,1,0,0,0,0
240,9525,5,7,1,3,1,5,0,2,240,128000,2344.0,1172,2.0,1,1,0,0,1,0,1,0,0,0,0
241,10420,6,5,1,3,1,6,0,2,100,186000,2424.0,1212,2.0,1,1,1,0,0,1,1,0,0,0,0
242,17485,7,5,1,1,1,5,2,2,0,308030,3016.0,1508,2.0,1,1,0,0,1,1,0,0,0,0,0
243,11200,5,3,1,3,1,5,0,0,0,114000,2548.0,1298,2.0,1,1,1,0,0,0,1,0,0,0,0
244,11100,4,7,1,2,1,6,0,2,0,84900,930.0,930,1.0,0,1,0,0,1,0,1,0,0,0,0
245,9206,6,5,1,3,1,7,1,2,192,178000,2473.0,1732,2.5,1,1,1,0,0,0,1,0,0,0,0
246,11980,7,5,1,1,1,4,2,2,0,270000,2866.0,1433,2.5,1,1,1,0,0,0,1,0,0,0,0
247,12361,6,7,1,3,1,8,1,2,450,218000,2748.0,1802,3.0,1,1,1,0,0,0,1,0,0,0,0
248,9938,7,5,1,3,1,8,1,2,156,236000,2999.0,1949,3.5,1,1,1,0,1,0,1,0,0,0,0
249,9069,6,6,1,2,1,5,0,2,120,147000,1932.0,996,2.0,1,1,0,0,0,0,1,0,0,0,0
250,10475,8,5,1,3,1,7,0,2,160,245350,3388.0,1694,2.0,1,1,1,0,0,1,1,0,0,0,0
251,6762,7,5,1,2,1,6,0,2,105,206000,2395.0,1208,3.0,1,1,1,0,0,1,1,0,0,0,0
252,10402,7,5,1,3,1,6,0,2,0,198900,2452.0,1226,2.0,1,1,1,0,0,1,1,0,0,0,0
253,7360,7,5,1,2,1,6,0,2,0,187000,2444.0,1222,2.0,1,1,1,0,0,1,1,0,0,0,0
254,12376,7,5,1,5,1,11,2,2,367,320000,4895.0,3222,4.0,1,1,0,0,0,0,1,0,0,0,0
255,14235,6,8,1,3,1,6,0,0,0,138500,2121.0,1445,2.0,1,1,1,0,1,0,1,0,0,0,0
256,8816,6,7,1,3,1,6,0,2,0,155000,2062.0,1052,2.0,1,1,0,0,0,0,1,0,0,0,0
257,11105,5,5,1,2,1,4,0,2,71,159000,1835.0,965,2.0,1,1,0,0,0,0,1,0,0,0,0
258,9337,7,5,1,3,1,8,1,2,0,191000,2570.0,1692,2.5,1,1,1,0,1,0,1,0,0,0,0
259,8750,6,5,1,3,1,7,0,2,0,200500,2486.0,1682,2.5,1,1,1,0,0,0,1,0,0,0,0
260,15240,5,8,1,3,1,5,0,2,316,150000,2052.0,1026,2.5,1,1,1,0,1,0,1,0,0,0,0
261,10900,6,7,1,3,1,6,0,2,0,161750,2081.0,1392,1.5,1,1,1,0,0,0,1,0,0,0,0
262,10650,5,6,1,3,1,5,0,2,365,128200,1788.0,894,2.0,1,1,0,0,0,0,1,0,0,0,0
263,7480,5,6,1,3,1,5,0,2,0,127000,1752.0,876,2.0,1,1,0,0,0,0,1,0,0,0,0
264,10389,8,5,1,3,1,8,1,2,188,318000,3956.0,1978,3.5,1,1,1,0,0,1,1,0,0,0,0
265,11423,8,5,1,3,1,6,1,2,180,272000,3182.0,1601,3.0,1,1,0,0,1,1,1,0,0,0,0
266,9548,7,6,1,3,1,7,1,2,192,237000,2770.0,1829,3.5,1,1,1,0,0,1,1,0,0,0,0
267,9375,7,5,1,4,1,9,1,2,331,240000,3138.0,2098,2.5,1,1,1,0,0,0,1,0,0,0,0
268,12137,7,5,1,3,1,6,0,2,0,224900,3310.0,1661,2.0,1,1,1,0,0,0,1,0,0,0,0
269,4435,6,5,1,1,1,4,0,2,140,143750,1696.0,848,2.0,1,1,0,0,0,1,1,0,0,0,1
270,4426,6,5,1,1,1,3,0,2,160,143000,1696.0,848,2.0,1,1,0,0,0,1,1,0,0,0,1
271,10635,8,5,1,3,1,8,1,2,0,232000,3325.0,1668,3.0,1,1,1,0,0,1,1,0,0,0,0
272,8400,7,5,1,3,1,7,0,2,0,213000,2957.0,1484,3.0,1,1,1,0,1,1,1,0,0,0,0
273,8773,7,5,1,3,1,6,0,2,132,185500,2828.0,1414,2.0,1,1,1,0,0,1,1,0,0,0,0
274,8777,3,6,0,2,1,5,0,0,0,84900,640.0,640,1.0,0,1,0,0,1,0,1,0,0,0,0
275,8842,5,6,1,3,1,6,0,2,60,155891,1373.0,992,1.0,1,1,1,0,0,0,1,0,0,0,0
276,9825,5,5,0,4,2,8,0,2,0,100000,1664.0,1664,2.0,0,0,0,0,0,0,1,0,1,0,0
277,10044,5,6,1,3,1,6,0,2,257,144000,2392.0,1196,2.0,1,1,1,0,0,0,1,0,0,0,0
278,11792,4,5,0,2,1,5,0,1,0,64000,1864.0,1120,1.0,1,1,1,0,1,0,1,0,0,0,0
279,6305,6,6,1,3,1,5,1,2,0,125200,2104.0,1096,2.0,1,1,0,0,0,0,1,0,0,0,0
280,7819,6,5,1,3,1,6,1,2,144,107000,2146.0,1117,2.0,1,1,0,0,0,0,1,0,0,0,0
281,6410,4,5,1,3,1,5,0,2,0,90000,1920.0,960,1.0,1,0,0,0,0,0,1,0,0,0,0
282,8546,4,5,1,2,1,5,0,2,132,140000,2242.0,1121,2.0,1,1,1,0,1,1,1,0,0,0,0
283,8741,6,4,1,3,1,7,1,2,0,113000,2222.0,1487,1.5,1,1,1,0,1,0,1,0,0,0,0
284,12180,4,4,0,2,1,5,0,2,0,80000,1596.0,924,2.0,1,1,0,0,1,0,1,1,0,0,0
285,8562,5,6,1,4,1,7,1,2,116,144500,2742.0,1526,1.0,1,1,1,0,1,0,1,0,0,0,0
286,4853,5,6,0,2,1,5,1,2,0,104000,2403.0,1296,2.0,1,1,1,0,1,0,1,0,0,0,0
287,6858,6,4,0,4,1,6,0,2,0,128000,2453.0,1647,2.5,1,1,1,0,1,0,1,0,0,0,0
288,8212,3,3,0,2,1,5,0,2,0,58500,1728.0,864,2.0,1,1,1,0,1,0,1,0,0,0,0
289,5000,5,6,1,3,1,6,1,2,0,127000,2717.0,1691,2.0,1,1,1,0,1,0,1,0,0,0,0
290,7890,6,6,1,2,1,4,1,2,0,126000,1712.0,856,2.0,1,1,1,0,1,0,1,0,0,0,0
291,7200,4,6,1,6,2,10,0,2,0,160000,2650.0,2650,3.0,0,0,0,0,0,0,1,0,1,0,0
292,9839,5,2,1,3,1,7,1,0,0,100000,2560.0,1666,2.0,1,0,1,0,1,0,1,0,0,0,0
293,9638,6,7,1,4,1,10,1,2,272,169000,3251.0,2447,2.0,1,1,1,0,1,0,1,0,0,0,0
294,10452,7,6,1,4,1,8,2,2,0,257500,3661.0,2133,2.5,1,1,1,0,1,0,1,0,0,0,0
295,15600,5,6,1,5,2,11,0,2,0,215000,3209.0,2177,2.5,1,1,0,0,1,0,1,0,1,0,0
296,9042,7,9,1,4,1,9,2,2,0,266500,3492.0,2340,2.0,1,1,1,0,1,0,1,0,0,0,0
297,17500,7,8,1,3,1,7,2,2,0,335000,3804.0,1902,3.0,1,1,1,0,1,0,1,0,0,0,0
298,19645,7,6,1,3,1,6,0,2,0,203135,2075.0,1652,3.5,1,1,0,0,1,0,1,0,0,0,0
299,3907,8,6,1,1,1,4,1,2,141,185000,2016.0,1034,2.0,1,1,1,0,0,0,1,0,0,0,1
300,3907,8,5,1,2,1,5,1,2,112,162500,2382.0,1191,2.0,1,1,1,0,0,0,1,0,0,0,1
301,15602,7,8,1,1,1,6,2,2,0,289000,3302.0,1801,3.0,1,1,1,0,1,0,1,0,0,0,0
302,5436,4,8,1,3,1,7,0,0,0,125500,1950.0,1154,2.0,1,1,1,0,1,0,1,0,0,0,0
303,8154,2,5,1,1,1,4,0,0,0,82000,1020.0,540,1.0,1,1,0,0,1,0,1,0,0,0,0
304,9140,6,5,1,2,1,5,0,2,0,110000,1736.0,1107,1.0,1,1,1,0,1,0,1,0,0,0,0
305,7500,4,4,1,2,1,6,0,2,30,68400,1826.0,1128,1.0,1,1,1,0,1,0,1,0,0,0,0
306,8712,4,7,1,2,1,7,0,0,68,102776,2037.0,1178,1.0,1,1,1,0,1,0,1,0,0,0,0
307,8712,5,5,0,2,1,4,0,0,0,55993,1584.0,1044,1.0,1,1,0,0,0,0,1,0,0,0,0
308,8712,4,7,1,3,1,5,0,0,0,50138,1708.0,952,1.0,1,1,1,0,1,0,1,0,0,0,0
309,3811,8,5,1,2,1,5,1,2,128,246000,3240.0,1646,3.5,1,1,1,0,1,1,1,0,0,0,1
310,11050,8,5,1,3,1,8,1,2,0,254900,2965.0,1916,3.5,1,1,1,0,1,0,1,0,0,0,0
311,9620,6,7,1,3,1,6,1,2,375,190000,2528.0,1285,2.5,1,1,1,0,0,0,1,0,0,0,0
312,9196,7,5,1,3,1,7,0,2,100,201000,3120.0,1560,2.0,1,1,1,0,0,1,1,0,0,0,0
313,12328,6,5,1,3,1,6,0,2,0,169900,2046.0,1034,2.0,1,1,0,0,0,0,1,0,0,0,0
314,12760,6,5,1,5,2,9,0,2,0,170000,4006.0,2048,3.0,1,1,0,0,0,0,1,0,1,0,0
315,57200,5,5,1,3,1,7,2,0,0,160000,2434.0,1687,2.0,1,1,1,0,1,0,1,0,0,0,0
316,11896,7,5,1,3,1,6,1,2,100,220000,2682.0,1346,3.0,1,1,1,0,0,1,1,0,0,0,0
317,9803,7,5,1,2,1,6,0,2,0,179781,2428.0,1214,2.0,1,1,1,0,1,1,0,0,0,0,0
318,9802,5,5,1,3,1,7,0,2,100,174000,1828.0,1444,2.5,1,1,0,0,1,1,1,0,0,0,0
319,12003,8,5,1,4,1,8,1,2,0,269500,2742.0,1968,2.5,1,1,1,0,1,1,0,0,0,0,0
320,11316,7,5,1,4,1,8,1,2,0,214900,2711.0,1894,3.5,1,1,1,0,1,1,1,0,0,0,0
321,14191,8,5,1,4,1,9,0,2,135,202900,2875.0,1908,2.5,1,1,0,0,0,1,1,0,0,0,0
322,13214,9,5,1,3,1,10,1,2,144,378500,4020.0,2018,2.0,1,1,1,0,1,1,1,0,0,0,0
323,15300,5,5,1,2,1,7,1,2,0,169000,2332.0,1264,2.0,1,1,0,0,1,0,1,0,0,0,0
324,10114,5,5,1,3,1,7,0,2,0,173500,2860.0,1430,2.0,1,1,0,0,1,1,1,0,0,0,0
325,9400,6,5,1,4,2,8,0,2,128,139000,2736.0,1824,3.0,1,0,0,0,0,0,1,0,1,0,0
326,11875,5,5,1,3,1,7,1,2,328,166500,2688.0,1344,2.0,1,1,0,0,0,0,1,0,0,0,0
327,1974,4,5,1,3,1,6,0,2,120,83500,1638.0,1092,1.5,1,1,1,0,0,0,1,0,0,0,1
328,2394,5,6,1,2,1,5,1,2,174,119500,1890.0,945,2.5,1,1,1,0,0,0,1,0,0,1,0
329,2592,5,3,1,3,1,4,0,2,182,85000,1648.0,1112,1.5,1,1,0,0,0,0,1,0,0,0,1
330,1476,4,7,1,3,1,5,0,2,200,76000,1638.0,1092,1.5,1,0,1,0,0,0,1,0,0,1,0
331,1491,4,6,1,1,1,3,0,2,96,75500,1260.0,630,2.0,1,0,1,0,0,0,1,0,0,0,1
332,1900,4,4,1,3,1,5,0,2,0,88250,1638.0,1092,1.5,1,0,0,0,0,0,1,0,0,0,1
333,1890,4,6,1,3,1,5,0,2,0,85500,1638.0,1092,1.5,1,1,1,0,0,0,1,0,0,0,1
334,6953,5,7,1,3,1,5,0,2,0,130000,1738.0,874,1.0,1,1,0,0,1,0,1,0,0,0,0
335,26142,5,7,1,3,1,6,0,1,261,157900,2376.0,1188,1.0,1,1,1,0,0,0,1,0,0,0,0
336,12887,5,7,1,2,1,5,0,2,431,149900,1666.0,833,2.0,1,1,0,0,0,0,1,0,0,0,0
337,7700,5,2,1,4,2,10,0,2,200,159000,3648.0,2432,5.0,1,1,0,0,1,0,1,0,1,0,0
338,10475,5,5,1,3,1,6,0,2,22,136000,1898.0,1274,1.5,1,1,0,0,0,0,1,0,0,0,0
339,10544,5,5,1,5,1,8,0,2,287,161000,2343.0,1479,2.0,1,1,1,0,0,0,1,0,0,0,0
340,9892,8,5,1,3,1,6,2,2,129,285000,3482.0,1803,4.0,1,1,1,0,1,0,1,0,0,0,0
341,12961,6,5,1,3,1,7,1,2,162,231000,2949.0,1797,3.5,1,1,1,0,1,0,1,0,0,0,0
342,13008,6,5,1,2,1,5,0,2,0,124500,1764.0,882,1.0,1,1,0,0,0,0,1,0,0,0,0
343,10200,6,5,1,4,1,7,1,2,80,157000,2868.0,1434,3.0,1,1,1,0,0,0,1,0,0,0,0
344,13860,8,7,1,4,1,9,3,2,269,345000,4656.0,2704,3.5,1,1,1,0,1,0,1,0,0,0,0
345,10179,6,5,1,3,1,7,1,2,252,189500,2553.0,1608,2.5,1,1,1,0,0,0,1,0,0,0,0
346,11792,8,5,1,4,1,9,1,2,120,270000,3291.0,2283,2.5,1,1,1,0,0,1,1,0,0,0,0
347,8400,7,5,1,3,1,7,1,2,48,189000,2012.0,1628,2.5,1,1,1,0,1,0,1,0,0,0,0
348,14892,9,5,1,3,1,7,2,2,201,377500,3492.0,1746,3.0,1,1,1,0,1,1,1,0,0,0,0
349,8530,7,5,1,3,1,7,1,2,120,168500,1858.0,1474,2.5,1,1,1,0,1,0,1,0,0,0,0
350,7296,8,5,1,1,1,8,1,2,182,375000,4730.0,2522,3.0,1,1,1,0,1,1,1,0,0,0,1
351,5664,8,5,1,2,1,5,1,2,212,278000,3160.0,1659,3.0,1,1,1,0,0,0,1,0,0,0,1
352,7380,8,5,1,2,1,5,0,2,168,240000,2896.0,1478,3.0,1,1,1,0,0,0,1,0,0,0,0
353,8013,8,5,1,2,1,6,0,2,52,239500,3321.0,1734,3.0,1,1,1,0,1,0,1,0,0,0,1
354,8923,7,5,1,3,1,7,1,2,256,177500,1766.0,1382,2.5,1,1,0,0,0,0,1,0,0,0,0
355,10141,7,5,1,3,1,7,1,2,0,185000,2550.0,1718,2.5,1,1,1,0,0,0,1,0,0,0,0
356,7500,6,5,1,3,1,7,1,2,0,191000,2588.0,1636,3.5,1,1,1,0,1,0,1,0,0,0,0
357,7837,6,7,1,3,1,7,1,2,0,178000,2370.0,1571,2.5,1,1,1,0,1,0,1,0,0,0,0
358,9765,6,8,1,3,1,6,1,2,232,185000,2150.0,1470,2.5,1,1,1,0,0,0,1,0,0,0,0
359,8803,6,5,1,3,1,7,1,2,0,181316,2223.0,1516,3.5,1,1,1,0,1,0,1,0,0,0,0
360,7250,6,5,1,3,1,6,1,2,0,166000,2371.0,1190,2.0,1,1,1,0,0,0,1,0,0,0,0
361,9636,6,5,1,3,1,7,1,2,342,178000,2401.0,1593,2.5,1,1,1,0,1,0,1,0,0,0,0
362,8125,6,5,1,3,1,6,1,2,0,174000,2183.0,1481,2.5,1,1,1,0,1,0,1,0,0,0,0
363,9248,6,6,1,3,1,6,0,2,120,173000,2325.0,1167,3.0,1,1,1,0,0,0,1,0,0,0,0
364,10762,7,5,1,3,1,9,1,2,0,225000,2961.0,1983,2.5,1,1,0,0,0,0,1,0,0,0,0
365,11851,7,5,1,3,1,5,0,2,0,180500,2866.0,1442,2.0,1,1,1,0,0,0,1,0,0,0,0
366,5814,8,5,1,1,1,4,1,2,63,187500,2580.0,1360,2.0,1,1,0,0,0,0,1,0,0,0,1
367,17423,9,5,1,1,1,9,1,2,0,501837,4450.0,2234,3.0,1,1,1,0,1,1,0,0,0,0,0
368,11844,8,5,1,3,1,7,1,2,322,372500,4092.0,2046,2.5,1,1,1,0,0,1,0,0,0,0,0
369,16158,7,5,1,3,1,7,1,2,168,260000,3060.0,1530,3.0,1,1,1,0,0,1,1,0,0,0,0
370,11900,5,6,1,3,1,6,1,1,0,185000,3056.0,1934,3.5,1,1,1,0,0,0,1,0,0,0,0
371,13005,7,7,1,4,1,10,1,2,288,260000,3198.0,2353,3.5,1,1,1,0,0,0,1,0,0,0,0
372,17043,6,5,1,3,1,7,1,2,192,181000,2948.0,1586,2.0,1,1,0,0,1,0,1,0,0,0,0
373,11900,7,5,1,3,1,6,1,2,192,82500,2797.0,1411,2.0,1,1,0,0,0,0,1,0,0,0,0
374,16635,6,7,1,3,1,8,1,2,240,215000,3204.0,1602,2.5,1,1,0,0,1,0,1,0,0,0,0
375,13250,7,6,1,4,1,8,1,2,192,154000,2882.0,2050,2.5,1,1,1,0,0,0,1,0,0,0,0
376,10928,6,6,1,3,1,7,1,2,252,200000,3098.0,1671,2.0,1,1,1,0,1,0,1,0,0,0,0
377,12388,7,7,1,4,1,9,1,2,178,249000,3716.0,2673,2.5,1,1,1,0,1,0,1,0,0,0,0
378,14115,7,5,1,3,1,6,2,2,233,187500,2844.0,1472,3.0,1,1,1,0,0,0,1,0,0,0,0
379,11088,6,5,1,3,1,7,1,2,0,184000,2847.0,1707,2.0,1,1,0,0,1,0,1,0,0,0,0
380,9600,8,5,1,4,1,9,1,2,474,278000,5048.0,2524,3.5,1,1,1,0,0,0,1,0,0,0,0
381,11880,7,5,1,3,1,7,1,2,0,157000,2872.0,1601,2.0,1,1,0,0,0,0,1,0,0,0,0
382,10400,7,5,1,3,1,6,1,2,0,152000,2460.0,1370,2.0,1,1,0,0,0,0,1,0,0,0,0
383,10304,5,7,1,4,1,9,1,2,448,197500,2648.0,1868,3.5,1,1,1,0,0,0,1,0,0,0,0
384,7000,7,5,1,3,1,7,1,2,0,240900,2810.0,1884,3.5,1,1,1,0,0,1,1,0,0,0,0
385,8004,8,5,1,3,1,8,0,2,0,263435,2767.0,1935,3.5,1,1,1,0,0,1,0,0,0,0,0
386,7500,8,5,1,3,1,7,1,2,0,220000,2932.0,1874,2.5,1,1,1,0,1,0,1,0,0,0,0
387,8470,8,5,1,3,1,7,1,2,225,235000,2783.0,1811,2.5,1,1,1,0,0,1,1,0,0,0,0
388,9373,5,7,1,3,1,7,2,2,0,213000,3242.0,1621,3.0,1,1,1,0,0,0,1,0,0,0,0
389,10140,6,6,1,3,1,6,1,2,0,167900,2232.0,1116,3.0,1,1,0,0,0,0,1,0,0,0,0
390,11050,7,5,1,3,1,5,1,2,40,158000,2369.0,1193,2.0,1,1,0,0,0,0,1,0,0,0,0
391,10140,6,5,1,3,1,7,1,2,0,165000,2414.0,1350,2.0,1,1,0,0,0,0,1,0,0,0,0
392,10448,6,6,1,3,1,7,1,2,0,158000,2808.0,2119,2.5,1,1,1,0,0,0,1,0,0,0,0
393,9000,5,5,1,4,2,8,0,2,32,136000,2688.0,1792,3.0,1,0,1,0,0,0,1,0,1,0,0
394,8750,5,6,1,3,1,5,0,2,0,148500,2004.0,1002,2.0,1,1,0,0,0,0,1,0,0,0,0
395,7930,6,8,1,3,1,5,0,2,171,156000,2052.0,1026,2.0,1,1,1,0,1,0,1,0,0,0,0
396,7830,5,5,1,2,1,6,0,2,0,128000,2360.0,1180,1.5,1,1,1,0,0,0,1,0,0,0,0
397,8510,5,7,1,3,1,6,0,2,0,143000,2093.0,1050,2.5,1,1,0,0,0,0,1,0,0,0,0
398,7038,4,6,1,3,1,5,0,2,210,76500,1728.0,864,2.0,1,1,0,0,0,0,1,0,0,0,0
399,6960,4,6,1,3,1,5,0,2,96,120500,1728.0,864,1.0,1,1,0,0,0,0,1,0,0,0,0
400,8120,4,7,1,3,1,5,0,2,0,124500,1728.0,864,1.0,1,1,0,0,0,0,1,0,0,0,0
401,10500,4,6,1,2,1,4,0,2,216,97000,1728.0,864,1.0,1,1,0,0,0,0,1,0,0,0,0
402,9000,4,7,1,3,1,5,0,2,200,130000,1728.0,864,1.0,1,1,0,0,1,0,1,0,0,0,0
403,1680,6,5,1,2,1,5,0,2,0,111000,1470.0,987,2.5,1,1,0,0,0,0,1,0,0,1,0
404,2368,5,6,1,3,1,7,0,2,0,125000,2130.0,1365,1.5,1,1,1,0,0,0,1,0,0,0,1
405,1680,5,5,1,3,1,6,0,2,0,112000,1932.0,1302,2.5,1,1,0,0,0,0,1,0,0,1,0
406,1680,6,6,1,2,1,5,0,2,0,97000,1470.0,987,2.5,1,1,0,0,0,0,1,0,0,1,0
407,1680,6,8,1,2,1,5,0,2,250,118000,1470.0,987,1.5,1,1,0,0,1,0,1,0,0,1,0
408,1680,5,7,1,3,1,6,0,2,185,119500,1932.0,1302,2.5,1,1,0,0,0,0,1,0,0,1,0
409,4928,6,6,1,2,1,5,0,2,0,143750,1916.0,958,2.0,1,1,1,0,0,0,1,0,0,0,1
410,2308,6,5,1,3,1,7,1,2,108,146000,2352.0,1548,2.5,1,1,0,0,0,0,1,0,0,0,1
411,2280,6,6,1,3,1,7,1,2,87,148500,2311.0,1456,2.5,1,1,0,0,0,0,1,0,0,1,0
412,2280,7,5,1,2,1,4,1,2,0,123000,2112.0,1055,2.5,1,1,1,0,0,0,1,0,0,1,0
413,2308,6,5,1,3,1,6,1,2,260,147000,2177.0,1322,3.0,1,1,0,0,0,0,1,0,0,0,1
414,2349,6,5,1,3,1,6,1,2,0,137900,2311.0,1456,2.5,1,1,1,0,0,0,1,0,0,1,0
415,2364,6,5,1,3,1,7,1,2,108,147000,2352.0,1548,3.0,1,1,0,0,0,0,1,0,0,0,1
416,2289,6,6,1,3,1,7,1,2,28,148500,2296.0,1441,2.5,1,1,0,0,0,0,1,0,0,1,0
417,2364,6,5,1,3,1,6,1,2,147,138000,2311.0,1456,2.5,1,1,0,0,0,0,1,0,0,0,1
418,2104,7,6,1,2,1,5,0,2,150,128500,1672.0,836,1.5,1,1,1,0,0,0,1,0,0,0,1
419,7150,5,5,1,3,1,5,0,2,0,100000,1784.0,892,1.0,1,1,0,0,0,0,1,0,0,0,0
420,10710,5,7,1,3,1,5,1,2,0,148800,1984.0,1120,1.5,1,1,1,0,1,0,1,0,0,0,0
421,12456,10,5,1,3,1,7,1,2,216,337500,3418.0,1718,3.0,1,1,1,0,1,1,1,0,0,0,0
422,14257,9,5,1,4,1,10,3,2,135,462000,4548.0,2772,4.5,1,1,1,0,0,1,1,0,0,0,0
423,13518,9,5,1,4,1,11,2,2,144,485000,5066.0,3140,3.5,1,1,1,0,1,1,0,0,0,0,0
424,15431,10,5,1,2,1,10,2,2,0,555000,5496.0,2402,3.0,1,1,1,0,0,1,1,0,0,0,0
425,13173,9,5,1,2,1,6,2,2,404,325000,3304.0,1652,3.0,1,1,1,0,1,1,1,0,0,0,0
426,14230,8,5,1,3,1,7,1,2,0,256300,3166.0,1600,2.0,1,1,1,0,0,1,1,0,0,0,0
427,12704,8,5,1,3,1,8,1,2,0,253293,4084.0,2042,2.5,1,1,1,0,1,1,0,0,0,0,0
428,12350,9,5,1,3,1,8,1,2,0,398800,4055.0,2690,3.5,1,1,1,0,0,1,0,0,0,0,0
429,11308,9,5,1,3,1,10,1,2,0,335000,3288.0,2184,3.5,1,1,1,0,0,1,1,0,0,0,0
430,12350,9,5,1,3,1,7,1,2,192,404000,4040.0,2020,3.0,1,1,1,0,0,1,1,0,0,0,0
431,12220,10,5,1,3,1,9,1,2,156,402861,4026.0,2020,3.5,1,1,1,0,0,1,0,0,0,0,0
432,13478,10,5,1,3,1,10,1,2,382,451950,4018.0,2296,3.5,1,1,1,0,0,1,1,0,0,0,0
433,13693,10,5,1,2,1,8,2,2,360,610000,5304.0,2674,4.5,1,1,1,0,0,1,1,0,0,0,0
434,13891,9,5,1,4,1,12,1,2,52,582933,4556.0,2822,3.5,1,1,1,0,1,1,0,0,0,0,0
435,11578,9,5,1,3,1,7,1,2,319,360000,3472.0,1736,2.0,1,1,1,0,0,1,1,0,0,0,0
436,16870,8,5,1,3,1,7,2,2,99,296000,3564.0,1782,3.0,1,1,1,0,1,1,1,0,0,0,0
437,23303,8,5,1,5,1,10,1,2,192,409900,4028.0,2520,3.5,1,1,1,0,0,1,1,0,0,0,0
438,11146,8,5,1,3,1,7,1,2,169,255500,3426.0,1717,2.0,1,1,1,0,0,1,1,0,0,0,0
439,10367,9,5,1,3,1,8,1,2,168,335000,3482.0,1743,3.0,1,1,1,0,0,1,1,0,0,0,0
440,9591,8,5,1,3,1,7,1,2,0,274900,3426.0,1713,3.0,1,1,1,0,1,1,1,0,0,0,0
441,10872,9,5,1,2,1,6,1,2,184,300000,3035.0,1531,3.0,1,1,1,0,0,1,1,0,0,0,0
442,13514,9,5,1,3,1,7,1,2,200,324000,3582.0,1808,3.0,1,1,1,0,0,1,1,0,0,0,0
443,8834,9,5,1,4,1,10,1,2,184,350000,3686.0,2224,3.5,1,1,0,0,1,1,1,0,0,0,0
444,11362,8,5,1,3,1,7,1,2,125,280000,3672.0,1836,3.0,1,1,1,0,1,1,1,0,0,0,0
445,10655,8,5,1,3,1,7,1,2,0,284000,4835.0,1629,3.0,1,1,0,0,1,1,1,0,0,0,0
446,12878,7,5,1,3,1,8,1,2,165,269500,3520.0,1760,3.0,1,1,1,0,1,1,1,0,0,0,0
447,9541,7,5,1,3,1,7,0,2,0,233170,3004.0,1502,2.0,1,1,1,0,0,1,0,0,0,0,0
448,13472,10,5,1,3,1,8,1,2,248,386250,4784.0,2392,2.0,1,1,1,0,0,1,1,0,0,0,0
449,15274,9,5,1,3,1,10,1,2,0,445000,4904.0,2452,4.0,1,1,1,0,0,1,1,0,0,0,0
450,13262,8,5,1,4,1,10,1,2,114,290000,3482.0,2400,3.5,1,1,1,0,1,1,1,0,0,0,0
451,9658,8,5,1,3,1,6,1,2,230,255900,3204.0,1606,2.0,1,1,1,0,0,1,1,0,0,0,0
452,6904,6,5,1,2,1,6,1,2,192,213000,2716.0,1358,2.0,1,1,1,0,0,1,1,0,0,0,1
453,5381,6,5,1,1,1,5,1,2,170,196000,2612.0,1306,3.0,1,1,1,0,0,1,1,0,0,1,0
454,5122,6,5,1,1,1,5,1,2,170,184500,2612.0,1306,3.0,1,1,1,0,0,1,1,0,0,1,0
455,10307,7,5,1,2,1,6,1,2,192,212500,2708.0,1358,3.0,1,1,1,0,1,1,1,0,0,0,1
456,5001,7,5,1,2,1,6,1,2,172,230000,2628.0,1314,3.0,1,1,1,0,1,1,1,0,0,1,0
